"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000158125",-3.59516607463986,2.30227686385678,-8.37058256147674,3.17314521388338e-13,3.68403838244672e-11,19.6788769844907
"ENSG00000119227",-2.17519796992851,2.16533928201125,-8.35038509388165,3.51249996912495e-13,4.05656772750047e-11,19.5792929001343
"ENSG00000165556",-5.90902802410081,3.54290784656249,-8.33158894419857,3.86069650008336e-13,4.43535409954603e-11,19.4866559512009
"ENSG00000205277",-3.60488760309392,1.49037907049293,-8.28837256837387,4.79721192433344e-13,5.48256360706504e-11,19.2738053113013
"ENSG00000139291",-1.46364795403032,4.15391561119424,-8.28065976305266,4.986709611112e-13,5.66960461122438e-11,19.2358390802081
"ENSG00000137960",-2.37188397142699,3.74763321193867,-8.26017599681665,5.52695138536131e-13,6.25143784788573e-11,19.1350394927012
"ENSG00000255478",-1.203619488565,0.279694465546459,-8.24660063360775,5.91671569910002e-13,6.65797397873598e-11,19.0682613792763
"ENSG00000177191",-3.82845275388461,2.32292340526595,-8.23678241719102,6.21555206475808e-13,6.95856423249931e-11,19.0199777599059
"ENSG00000253696",-1.4851597003599,0.475856315381758,-8.20901620371535,7.14451177300223e-13,7.95797065152223e-11,18.8834892915714
"ENSG00000224968",-1.31857382932886,0.381339697233978,-8.20274651331145,7.37270766948547e-13,8.17067294906665e-11,18.8526820129982
"ENSG00000104154",-2.68479247909817,1.74059663754552,-8.18633188877588,8.00510084064001e-13,8.8269310425208e-11,18.7720472936361
"ENSG00000198203",4.92997958527645,7.00216230897181,8.18432929513328,8.08585971907085e-13,8.87140099077858e-11,18.7622119597978
"ENSG00000130035",-3.0972200127625,0.936022107685901,-8.18071781862876,8.23355608309972e-13,8.98850353887846e-11,18.7444761102372
"ENSG00000112818",-7.40256001008731,3.22263347620743,-8.17263375895801,8.57397217196165e-13,9.31379561234428e-11,18.7047810971622
"ENSG00000136574",4.34719447918262,5.06303800701385,8.155667314739,9.33466072767804e-13,1.0090170460465e-10,18.6214962086966
"ENSG00000268729",-1.4268306973625,0.338645796527262,-8.12421027353325,1.09271524869672e-12,1.17536523049765e-10,18.4671711712998
"ENSG00000244474",-2.03191448554614,0.727653036094893,-8.10434782113182,1.20691232006802e-12,1.28699473007557e-10,18.3697900793331
"ENSG00000117834",-3.76453652053823,1.36803681751808,-8.10413047543962,1.20822546778274e-12,1.28699473007557e-10,18.3687247517276
"ENSG00000095203",-2.08857387488739,4.80047125293561,-8.08742269879777,1.31354428092676e-12,1.39242039402782e-10,18.2868485669676
"ENSG00000101342",-3.93227313525829,1.96017416788996,-8.08160351677074,1.35233166985437e-12,1.4266448957507e-10,18.2583399502431
"ENSG00000223361",-1.96279210462841,1.01692252419181,-8.07977759380675,1.36473561410162e-12,1.43284179809721e-10,18.2493954912189
"ENSG00000172818",-3.27719643904128,2.13241651463241,-8.07318450307594,1.41047412853333e-12,1.47381113344794e-10,18.2171021010593
"ENSG00000143753",1.5465549638747,4.88939172858333,8.05933767138978,1.51156056568067e-12,1.55719124379018e-10,18.1492973391233
"ENSG00000260878",-1.32767506254659,0.247123585351955,-8.01265570083517,1.9085088459866e-12,1.9569350283871e-10,17.9208881141008
"ENSG00000254827",-3.46687103043729,2.66658736680086,-8.00808920807579,1.95251399730591e-12,1.99274486711087e-10,17.898560085792
"ENSG00000173930",-2.00981959289629,0.416267786445403,-8.0015479021844,2.01731392472921e-12,2.0493481227006e-10,17.8665809395231
"ENSG00000175311",-3.7235539586534,2.71054023685092,-7.98601977921535,2.17983617750324e-12,2.20424632456007e-10,17.7906898039924
"ENSG00000144199",2.8434385260658,3.89623498163812,7.98280014139891,2.2151306749599e-12,2.22966111929565e-10,17.774958389933
"ENSG00000070081",2.15513969916989,6.1461852567042,7.96400077327486,2.43286288792803e-12,2.43763974200022e-10,17.6831310275025
"ENSG00000229334",-1.08190751449704,0.59931429807387,-7.95800567647831,2.50667782800492e-12,2.49662370783115e-10,17.6538574636281
"ENSG00000148584",-3.68486916556116,1.54468694024089,-7.95738175028896,2.514486804132e-12,2.49662370783115e-10,17.6508111649122
"ENSG00000139508",-3.41963362250043,2.71391855853804,-7.9523723769163,2.57806696193807e-12,2.54822177233365e-10,17.6263549954339
