"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000173930",-2.08642933482843,0.416267786445403,-8.43624501718115,2.27991069109884e-13,5.10490615252877e-11,20.0282959895854
"ENSG00000198203",4.98732527550265,7.00216230897181,8.408804171156,2.61781533369747e-13,5.8022951381135e-11,19.8933704261943
"ENSG00000259867",-1.43834276605019,0.271203800235034,-8.30137274684939,4.49390166279355e-13,9.763335067988e-11,19.3658491052426
"ENSG00000184730",-2.11808375956178,0.805689282563278,-8.28320995414328,4.92324255770323e-13,1.05912462199688e-10,19.2767813989304
"ENSG00000215182",7.07882886742676,7.96095132754509,8.23447721100552,6.28786645956756e-13,1.33586321851119e-10,19.0379782361632
"ENSG00000108576",-2.89169028724309,0.54796794766524,-8.23310235848299,6.33139382605679e-13,1.33586321851119e-10,19.0312448655177
"ENSG00000101842",5.92195655590031,6.68320098112825,8.22323028548101,6.65287777702545e-13,1.39032473391685e-10,18.9829023299586
"ENSG00000170689",-3.59601284751441,1.07052532616006,-8.1628759548509,9.00358183876436e-13,1.86382638007553e-10,18.6875926815286
"ENSG00000136574",4.26050517338625,5.06303800701385,8.11783275742377,1.12815806592692e-12,2.31356751781629e-10,18.4674750858156
"ENSG00000148942",-2.5128286587208,0.287328563935211,-8.10651588604654,1.19389092992911e-12,2.42569895142911e-10,18.4122097595159
"ENSG00000069011",3.29841779019842,4.02063727915782,8.04384006916487,1.6332692545337e-12,3.22872317587685e-10,18.1064205557198
"ENSG00000172782",-2.21336124273088,0.495638424469509,-8.0185514770206,1.85315054059019e-12,3.6306859207295e-10,17.9831797157844
"ENSG00000165995",-1.61548929465096,0.385772671778163,-7.99734651544692,2.06005796598426e-12,4.00034088031793e-10,17.879903426358
"ENSG00000102445",-3.12042600819557,1.02131769251893,-7.96965753255022,2.36519797034583e-12,4.55259114590338e-10,17.7451360944796
"ENSG00000175329",-5.01069187588518,1.60628892716674,-7.96429259138092,2.42932557949032e-12,4.63536445137009e-10,17.7190356959224
"ENSG00000111802",-2.15970514710659,5.47583821255273,-7.90026215349942,3.34213272916983e-12,6.32210504104945e-10,17.4078288173095
"ENSG00000148488",-1.68485016929437,0.434165510470923,-7.89111655778742,3.49777738949064e-12,6.55997685962334e-10,17.3634245837163
"ENSG00000197208",-1.9506720086595,0.732089184382553,-7.88553719839923,3.59624871983357e-12,6.68749878468713e-10,17.3363411015164
"ENSG00000153707",-1.59099962026631,0.380095155717453,-7.88126709424556,3.67347097190508e-12,6.77369525516916e-10,17.3156159988184
"ENSG00000036672",-2.28099847441897,1.43667859738726,-7.86337649701162,4.01534773056266e-12,7.34239793764471e-10,17.2288113784509
"ENSG00000121898",-3.15247999251612,0.786987779227302,-7.85342348356036,4.21905367976873e-12,7.65113180951779e-10,17.180539393799
"ENSG00000187068",-1.81294047683776,0.715387331649657,-7.84997054734489,4.29209886105122e-12,7.71979715639728e-10,17.1637960151788
"ENSG00000115648",3.0547482112083,6.41665457691143,7.8040187850123,5.39272250308228e-12,9.54294434557536e-10,16.9411394031095
"ENSG00000259342",-1.67249279262147,0.612854049920289,-7.7727122731554,6.29906238148958e-12,1.10576260669621e-09,16.7896239235775
"ENSG00000235122",-1.740309720836,0.115575870849013,-7.75770546663613,6.78570471728306e-12,1.17469481838975e-09,16.7170470768732
"ENSG00000162391",-2.04550446766,0.274071063374419,-7.75731635416954,6.7988079084673e-12,1.17469481838975e-09,16.7151656816727
"ENSG00000205683",-1.29600836372651,0.403340208884182,-7.72664751195988,7.91474198036276e-12,1.35682174433672e-09,16.5669519124356
"ENSG00000140386",-1.600064250027,2.81418698418273,-7.68869417685229,9.55067410783748e-12,1.6245770693665e-09,16.3837365155421
"ENSG00000119782",2.09576327950369,5.15684827934573,7.65396253663998,1.13402262293175e-11,1.91414295499934e-09,16.2162735706517
"ENSG00000103375",-2.5137918492059,0.174345853372791,-7.6472934134563,1.17201917023777e-11,1.96317684370437e-09,16.1841397855527
"ENSG00000272801",-1.1221123613754,0.246549933039051,-7.59537232878737,1.51447482744086e-11,2.51758493473749e-09,15.9342181643177
"ENSG00000151623",-1.94155646966691,2.6271550167781,-7.57572005429739,1.66859592722237e-11,2.75293236323612e-09,15.8397391688021
"ENSG00000166669",1.60331530188965,4.53664191566939,7.51280358023064,2.27465160187887e-11,3.72482687313642e-09,15.5377093909271
"ENSG00000196188",3.12655932992733,9.33708376130604,7.49805706532859,2.44575503696244e-11,3.97534835378273e-09,15.467018457099
"ENSG00000267727",-1.77096668330456,0.946142513917288,-7.47738806748873,2.7072875333461e-11,4.36808899589805e-09,15.3680014714074
"ENSG00000071073",-2.63234375145125,4.30422064290362,-7.4493567917761,3.10685606317811e-11,4.94012627495052e-09,15.2338369496789
"ENSG00000240563",-1.06812269457714,0.078833639331297,-7.42972585191719,3.42102293443301e-11,5.40054001800457e-09,15.1399632997498
"ENSG00000109511",4.24532928315176,9.20543036841091,7.41815320477296,3.62079851275187e-11,5.67508441180816e-09,15.0846568730666
"ENSG00000196660",-1.87191152699453,0.622217892931248,-7.38869408862198,4.18313991794007e-11,6.50961731064263e-09,14.943981814847
"ENSG00000172572",-2.02152174876892,0.519596966630194,-7.38726237825853,4.21257648503511e-11,6.50961731064263e-09,14.9371491472252
"ENSG00000124469",-1.40069313279308,0.0874363675911782,-7.38140472838869,4.3351688076141e-11,6.65221042975358e-09,14.9091982199213
"ENSG00000069869",-2.0036348752832,2.12855160672285,-7.36619560544366,4.67025592953812e-11,7.11662679596215e-09,14.8366551181461
"ENSG00000255478",-1.05738006645725,0.279694465546459,-7.3577570153448,4.86713423441583e-11,7.31503606204018e-09,14.796424410215
"ENSG00000140848",-2.54387319457635,2.89739916989548,-7.32664747220196,5.66675808023067e-11,8.45888928942187e-09,14.6482284188466
"ENSG00000124107",3.84039565716916,6.82668961670643,7.31808174927615,5.90895198265928e-11,8.76081982131706e-09,14.6074568351505
